account length,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn_True,international plan_yes,voice mail plan_yes
52,0,148,83,181,79,155,104,8,6,3,0,0,0
136,24,174,76,176,114,214,91,8,5,2,0,0,1
75,0,138,110,153,86,215,103,11,7,1,0,0,0
146,0,109,69,265,98,228,80,12,2,1,0,0,0
105,0,162,99,212,95,214,114,11,8,4,0,0,0
48,0,210,84,189,98,157,99,16,3,2,0,0,0
45,0,142,107,318,78,224,108,11,7,1,0,0,0
106,37,223,104,235,99,140,90,10,5,2,0,0,1
33,0,182,65,232,96,149,82,7,2,2,0,0,0
68,0,219,97,141,144,205,101,10,4,2,0,0,0
106,0,193,66,238,82,176,107,12,3,0,0,0,0
141,0,192,111,156,87,175,82,11,6,0,0,0,0
98,0,236,122,189,110,153,104,13,4,0,0,0,0
94,28,233,88,113,102,118,71,16,4,0,0,0,1
65,0,158,53,188,132,189,87,9,4,2,0,0,0
85,0,126,112,274,126,184,95,9,4,1,0,0,0
71,0,290,108,253,92,263,126,10,5,3,1,0,0
112,30,60,113,165,96,132,99,13,7,0,0,0,1
110,0,148,95,193,98,206,106,6,6,0,0,0,0
111,0,246,108,216,89,179,99,12,3,2,0,0,0
74,0,298,112,201,100,214,88,9,4,2,1,0,0
105,0,119,82,185,111,157,74,10,4,2,0,0,0
40,0,242,82,232,97,154,86,9,7,0,0,0,0
128,18,222,89,160,109,218,102,13,2,0,1,1,1
123,0,236,135,273,88,227,77,10,6,2,1,0,0
122,0,144,87,212,74,169,87,9,4,0,0,0,0
114,19,154,100,241,109,160,112,12,1,3,0,0,1
102,25,137,100,176,83,188,93,10,6,2,0,0,1
126,0,103,93,127,107,329,66,14,1,0,0,0,0
150,0,136,112,209,81,161,78,12,2,4,1,0,0
60,0,289,101,255,115,242,76,11,4,2,1,0,0
123,0,260,85,168,103,178,91,13,5,3,0,0,0
138,0,196,129,176,86,232,108,15,1,0,1,1,0
29,0,195,71,126,74,148,87,14,4,1,0,0,0
111,0,222,96,162,111,184,120,11,7,4,0,0,0
37,0,172,119,183,86,226,100,9,1,0,1,1,0
111,0,249,109,242,106,231,78,11,4,0,1,0,0
81,0,154,84,216,91,229,82,13,3,1,0,0,0
46,0,90,108,276,77,146,111,12,2,1,0,0,0
69,27,268,78,246,89,271,102,16,3,0,0,0,1
125,0,106,95,157,113,192,69,8,3,1,0,0,0
43,0,27,117,160,97,279,96,10,3,3,0,0,0
127,27,140,59,223,111,257,73,3,10,1,0,0,1
94,0,245,112,180,91,262,105,9,6,1,0,0,0
46,0,196,85,205,74,216,112,11,5,3,0,0,0
73,26,131,98,106,97,221,96,10,6,2,0,0,1
146,23,149,96,239,124,293,135,7,4,2,0,0,1
93,0,239,70,251,99,168,112,10,10,1,0,0,0
52,31,142,77,193,97,253,88,11,4,1,0,0,1
202,0,115,137,178,70,185,113,6,3,3,0,0,0
129,31,193,99,224,87,197,91,10,8,2,0,0,1
94,0,206,49,224,115,256,74,13,1,1,0,0,0
100,0,160,138,221,92,150,120,11,2,0,0,0,0
43,0,199,108,288,80,180,103,11,7,1,0,0,0
130,0,213,105,206,108,163,93,8,3,0,0,0,0
124,0,178,102,235,120,239,119,10,1,3,0,0,0
92,0,252,120,207,112,284,95,12,5,3,1,1,0
48,0,197,64,136,126,244,81,13,5,4,0,0,0
98,29,111,105,217,101,248,108,6,3,2,0,0,1
100,0,96,86,210,133,146,106,12,3,1,1,0,0
79,0,156,109,122,87,189,103,11,5,3,0,0,0
164,0,123,78,170,85,165,78,12,2,1,0,0,0
105,0,193,108,183,124,293,72,10,5,1,0,0,0
89,0,206,134,167,105,155,86,10,4,0,0,1,0
126,0,249,96,261,92,166,108,12,4,3,1,0,0
96,0,144,102,224,73,227,91,10,7,1,0,0,0
120,33,299,83,163,84,146,88,11,5,0,0,0,1
212,0,226,127,304,83,181,132,12,4,2,1,0,0
72,0,137,106,143,94,273,110,9,6,2,0,0,0
155,26,211,121,139,123,146,89,11,3,1,0,1,1
89,0,89,80,179,81,145,120,9,4,2,0,0,0
126,0,197,126,246,112,285,104,12,8,2,0,1,0
172,0,270,102,256,111,168,104,12,5,2,1,0,0
75,0,224,116,192,79,212,98,11,11,3,0,0,0
143,0,194,99,123,133,229,99,10,2,2,0,0,0
166,0,47,89,264,95,235,97,13,3,0,1,1,0
132,0,190,105,182,116,279,105,13,2,1,0,0,0
94,0,89,94,339,106,172,76,7,1,1,1,1,0
99,0,182,83,154,111,196,57,12,5,0,0,0,0
136,35,205,86,298,119,214,104,6,4,1,0,0,1
119,0,231,82,266,97,211,118,7,10,1,0,0,0
115,0,251,69,252,96,118,112,9,1,3,1,1,0
160,0,171,103,243,121,178,92,13,3,2,0,0,0
166,0,197,89,251,113,138,85,11,2,2,0,0,0
120,0,134,94,204,106,238,109,6,8,1,0,0,0
173,0,191,114,168,138,109,99,10,3,1,0,0,0
156,0,174,65,197,116,238,86,10,2,0,0,0,0
70,0,177,125,226,104,254,72,10,4,0,0,0,0
41,0,182,89,211,104,207,124,6,1,1,0,0,0
132,0,222,85,165,76,208,97,11,4,0,0,0,0
47,0,47,120,178,123,152,96,13,7,0,1,1,0
160,0,121,97,89,97,150,92,10,5,1,0,0,0
180,0,143,121,189,111,174,82,8,5,3,0,0,0
93,0,164,68,210,86,229,104,7,4,2,0,0,0
109,0,193,58,148,115,282,105,13,1,2,0,0,0
80,0,101,121,263,110,137,74,7,5,0,0,0,0
54,24,92,88,193,98,99,119,11,3,2,0,0,1
121,0,168,128,123,99,266,105,2,7,2,0,0,0
157,29,219,102,206,109,192,117,15,5,1,0,0,1
170,37,178,130,242,103,243,93,13,4,0,0,0,1
138,0,146,101,284,142,176,98,14,6,3,0,0,0
92,31,172,116,266,91,228,90,11,5,1,0,0,1
126,0,190,143,149,72,191,87,13,3,1,0,0,0
41,0,232,74,327,88,226,119,10,2,3,1,0,0
167,0,169,124,173,108,216,64,12,4,4,1,0,0
91,0,123,107,319,125,237,78,7,4,2,0,0,0
127,0,96,117,177,68,162,127,9,4,3,0,0,0
88,27,93,106,252,92,189,104,10,1,1,0,0,1
113,0,90,130,170,100,137,74,5,9,1,0,0,0
78,0,152,81,256,82,173,112,5,6,2,0,0,0
123,0,257,92,211,71,189,104,9,2,2,0,0,0
136,29,85,98,230,85,243,104,9,3,2,0,1,1
68,34,160,72,184,119,208,101,6,10,1,0,0,1
132,10,182,54,292,68,142,116,11,4,0,0,0,1
133,0,216,67,222,133,192,95,3,1,2,0,0,0
127,0,261,105,181,107,100,131,3,5,0,0,0,0
110,0,241,105,174,85,245,59,8,4,2,0,0,0
121,0,177,142,123,88,213,51,8,6,1,0,0,0
116,0,89,128,180,137,193,94,14,3,2,0,0,0
112,16,200,72,197,91,151,92,10,3,1,0,1,1
97,0,145,103,294,93,239,120,11,2,4,1,1,0
43,0,159,99,119,149,173,126,6,3,2,0,0,0
110,0,151,106,138,126,233,112,11,8,3,0,0,0
67,0,176,120,236,138,152,104,10,4,1,0,0,0
166,0,152,95,121,105,198,126,9,5,0,0,0,0
129,0,161,122,220,95,224,104,9,3,1,0,0,0
103,0,171,78,144,86,157,106,6,3,3,0,1,0
71,0,278,110,190,67,255,84,11,7,0,1,0,0
112,27,213,121,226,101,189,99,11,3,4,0,0,1
98,0,217,121,303,73,197,71,12,2,0,1,0,0
90,0,175,111,285,115,150,122,13,7,1,0,0,0
13,0,303,133,170,86,227,80,11,3,0,1,0,0
58,0,238,107,187,88,181,84,11,3,2,0,0,0
137,22,189,42,179,137,179,126,11,5,2,0,0,1
116,0,133,94,247,126,219,78,11,5,5,1,0,0
94,28,92,107,127,86,225,86,9,4,3,0,0,1
87,0,177,72,248,105,200,87,8,7,3,0,0,0
120,0,184,103,209,86,169,70,10,6,2,0,0,0
97,24,176,109,159,81,269,94,12,9,0,0,0,1
68,0,143,80,134,65,215,84,15,5,2,0,0,0
93,0,179,93,188,65,253,88,12,5,1,0,0,0
120,0,137,100,212,129,152,92,10,2,1,0,0,0
41,0,237,92,223,155,217,90,10,6,2,0,0,0
80,0,203,92,216,97,154,66,7,5,2,0,0,0
83,25,191,95,250,136,249,86,17,5,2,0,0,1
109,0,209,141,205,93,119,111,7,3,2,0,1,0
66,33,88,104,109,94,172,107,7,9,3,0,0,1
104,0,97,88,155,85,261,105,12,5,0,0,0,0
89,0,137,96,192,63,255,125,11,5,1,0,0,0
127,0,224,112,185,103,159,83,10,1,2,0,0,0
117,13,207,65,152,77,232,95,9,3,1,0,0,1
128,0,268,95,120,126,220,121,14,6,2,0,0,0
88,0,166,61,179,88,242,131,6,7,4,1,0,0
61,0,267,104,180,131,230,106,17,4,1,1,0,0
22,0,181,108,198,148,206,96,9,3,2,0,0,0
78,0,147,80,199,100,160,106,13,7,0,0,0,0
56,29,37,115,144,111,226,101,4,3,1,0,0,1
192,0,185,88,224,98,212,105,11,3,2,0,0,0
70,0,156,108,171,116,196,96,8,4,2,0,0,0
148,0,239,84,195,85,232,104,10,3,1,0,0,0
65,29,215,129,161,77,128,91,8,5,2,0,0,1
119,0,134,70,211,74,188,105,11,6,1,0,0,0
80,0,194,116,209,93,194,100,12,3,0,0,0,0
152,20,239,105,209,111,268,130,13,3,5,0,0,1
113,0,92,85,177,92,159,72,14,4,3,0,0,0
75,0,209,133,211,121,291,123,7,4,1,0,0,0
80,0,197,83,164,86,94,98,6,6,1,0,0,0
148,0,17,121,161,125,203,82,10,6,1,0,0,0
63,0,62,112,202,111,259,58,8,8,1,0,1,0
97,28,202,97,69,84,257,64,6,3,1,0,0,1
166,0,136,116,181,93,131,108,11,4,0,0,0,0
94,0,207,109,167,80,238,117,2,6,1,0,0,0
85,33,207,95,233,88,221,92,13,3,1,0,0,1
80,0,276,122,195,79,210,78,7,3,1,1,1,0
210,31,313,87,147,103,192,97,10,7,3,0,0,1
88,25,288,114,203,74,228,117,13,5,1,0,1,1
100,0,210,85,329,69,127,78,9,5,4,0,0,0
154,35,64,76,184,91,151,75,14,1,1,0,0,1
32,26,243,137,236,108,173,149,9,9,1,0,0,1
18,0,197,97,203,107,202,105,8,3,3,0,0,0
126,31,278,88,253,65,223,114,8,4,0,0,0,1
144,37,219,102,222,77,118,111,10,4,1,0,0,1
29,0,313,103,216,151,218,106,12,4,2,1,0,0
86,16,145,88,191,129,215,82,11,7,0,0,0,1
146,0,195,86,228,82,303,94,12,4,3,0,0,0
175,0,132,95,231,74,313,108,8,10,1,0,0,0
74,0,124,102,262,101,268,98,11,2,2,0,0,0
48,0,171,98,159,127,139,101,7,3,2,0,0,0
74,31,249,70,209,59,180,75,9,2,4,0,0,1
105,0,228,100,145,108,245,140,7,7,0,0,1,0
157,0,168,71,205,48,175,88,5,2,3,0,0,0
217,0,123,138,248,105,269,78,13,4,0,0,0,0
68,0,178,61,252,84,255,76,8,4,1,0,0,0
80,0,113,86,185,97,237,145,9,5,1,0,0,0
38,25,142,106,313,109,126,117,13,6,2,0,0,1
107,38,204,57,205,92,286,80,8,4,0,0,0,1
140,0,149,71,212,97,245,67,12,4,3,0,0,0
98,0,227,116,120,103,117,102,4,4,5,1,0,0
114,0,155,75,169,87,207,133,12,5,2,0,0,0
46,0,156,105,185,98,226,96,11,3,1,0,0,0
118,42,148,105,167,105,270,105,10,7,0,0,0,1
37,0,271,112,155,96,199,97,6,4,3,0,0,0
98,23,245,54,292,83,184,90,10,7,1,0,1,1
113,0,245,108,259,140,204,115,10,2,3,1,0,0
69,0,196,87,236,66,182,75,11,1,0,0,0,0
121,0,134,112,195,104,159,139,10,2,2,0,0,0
59,31,225,78,191,79,226,79,9,3,1,0,1,1
59,0,189,100,115,133,220,115,7,4,0,0,0,0
190,0,142,96,177,96,113,117,6,4,0,0,0,0
109,0,175,80,238,94,198,103,10,6,1,0,0,0
136,0,92,109,219,115,212,80,12,4,2,0,0,0
86,0,92,92,159,87,148,115,8,5,1,0,0,0
100,27,221,100,236,70,192,91,8,4,0,0,0,1
106,0,159,94,276,118,223,65,8,3,0,0,0,0
104,0,144,107,180,85,226,94,17,6,2,0,0,0
129,0,159,100,202,90,233,96,11,6,2,0,0,0
205,0,49,123,150,81,188,67,10,4,2,0,0,0
93,32,116,120,232,97,127,112,11,9,0,0,0,1
123,0,150,98,89,95,326,91,11,3,3,0,0,0
99,0,254,120,159,92,264,94,6,5,1,0,0,0
61,33,270,53,200,116,201,102,10,3,3,0,0,1
71,0,207,112,173,96,178,61,12,3,1,0,0,0
4,0,145,89,303,93,206,82,8,4,0,0,1,0
148,25,230,102,233,109,215,90,13,2,3,0,0,1
141,0,151,104,242,114,304,109,10,2,1,0,0,0
56,0,146,57,196,97,310,110,9,3,0,0,0,0
160,0,256,111,187,61,119,81,11,4,3,0,0,0
43,35,200,105,244,88,207,97,11,4,3,0,0,1
42,0,150,52,246,96,103,118,7,4,2,0,0,0
135,0,186,107,66,94,213,105,12,4,1,0,1,0
106,0,212,110,187,69,128,71,6,3,3,0,0,0
106,0,194,133,213,73,190,92,11,7,0,0,0,0
83,30,272,105,253,83,180,123,8,6,3,0,0,1
110,0,135,109,205,99,166,119,11,4,1,0,0,0
109,35,230,116,265,130,269,69,10,6,5,0,0,1
31,0,165,84,203,107,201,65,8,1,1,0,0,0
124,0,143,120,230,111,214,91,7,2,4,1,0,0
110,0,271,108,237,122,239,122,9,5,2,1,0,0
124,0,253,104,117,123,248,104,14,2,0,0,0,0
122,0,168,96,87,91,247,87,8,6,1,0,0,0
137,0,104,115,249,144,192,99,8,2,1,0,0,0
69,0,135,101,238,124,195,102,10,2,1,0,0,0
103,0,158,90,198,117,181,76,10,4,1,0,0,0
16,0,144,84,164,141,231,75,8,4,2,0,0,0
119,0,98,97,146,68,190,105,10,4,3,0,0,0
124,0,157,71,203,114,168,82,10,2,3,1,1,0
122,37,163,107,312,118,200,85,11,5,1,0,0,1
139,0,181,119,335,118,149,64,8,6,4,0,0,0
67,0,129,78,188,116,235,102,11,3,2,0,0,0
84,0,86,83,260,86,98,109,8,4,1,0,0,0
101,17,193,71,189,81,196,97,12,7,0,0,0,1
40,0,109,107,244,102,276,123,7,7,0,0,0,0
61,0,188,105,153,116,213,106,10,2,2,0,0,0
120,0,179,72,170,98,190,89,13,2,1,1,1,0
95,0,183,98,281,95,105,113,8,8,1,0,0,0
114,0,169,96,149,83,196,119,4,4,2,0,0,0
68,29,195,113,171,96,204,85,13,9,1,1,1,1
149,20,264,102,219,123,200,89,11,3,2,0,0,1
22,0,207,116,210,99,238,88,9,5,0,0,0,0
176,0,169,151,112,84,56,99,8,4,0,0,0,0
152,0,141,102,263,94,207,113,3,4,2,0,0,0
118,0,154,71,244,73,159,81,12,4,0,0,0,0
101,0,133,51,219,96,210,74,11,4,1,0,1,0
102,0,273,85,211,82,203,129,13,7,2,1,0,0
118,0,224,94,225,120,269,105,12,8,2,0,0,0
105,0,273,97,289,106,269,126,5,3,2,1,0,0
153,0,159,103,275,90,176,126,10,2,1,1,0,0
71,0,104,92,197,125,110,123,14,8,0,0,0,0
71,31,115,90,217,78,239,102,13,4,1,0,0,1
68,0,222,107,199,102,162,107,9,3,2,0,0,0
66,0,116,98,95,74,181,94,10,3,3,0,0,0
116,0,129,84,157,89,215,77,13,3,0,0,0,0
54,33,161,73,273,58,153,76,13,4,0,0,0,1
112,29,198,122,238,114,289,69,11,5,1,0,0,1
122,45,147,85,147,93,203,110,14,5,1,0,0,1
74,0,262,114,198,96,165,90,6,5,3,0,0,0
90,0,246,83,160,88,170,99,7,7,1,0,0,0
112,0,174,123,140,124,215,89,9,6,4,1,0,0
85,0,183,111,168,98,199,97,9,4,4,0,0,0
100,0,191,95,200,101,271,74,18,3,1,0,0,0
114,0,187,109,154,97,213,102,10,3,2,0,0,0
83,0,259,106,152,116,224,92,10,2,0,0,0,0
157,0,180,123,194,98,227,88,8,5,0,0,1,0
51,0,51,107,230,104,227,118,10,4,2,0,0,0
42,0,303,106,232,54,147,76,5,3,1,1,0,0
101,36,123,125,172,106,280,127,8,4,1,1,0,1
112,0,206,122,164,94,140,101,12,7,3,0,0,0
56,0,164,92,233,107,187,104,11,1,2,0,0,0
64,22,200,80,131,84,230,67,7,5,1,0,0,1
123,0,154,107,183,111,54,134,10,8,0,0,0,0
68,30,122,93,233,91,199,144,9,2,2,0,0,1
40,0,220,100,265,106,212,94,6,3,0,0,1,0
132,0,214,78,251,98,240,88,13,2,0,0,0,0
120,0,202,123,184,78,176,89,7,2,2,1,1,0
161,0,297,141,238,107,240,93,8,5,1,1,0,0
130,0,212,102,189,137,170,105,10,4,0,1,0,0
122,0,145,102,284,111,228,91,12,5,0,0,0,0
130,19,152,87,213,99,205,114,10,6,2,0,0,1
90,0,125,158,269,83,238,103,11,7,1,0,0,0
139,25,138,96,80,79,163,83,8,8,0,0,0,1
57,0,189,157,174,70,221,117,11,5,3,0,0,0
128,0,199,86,194,102,298,82,14,2,4,0,0,0
127,0,247,99,108,118,232,72,10,3,2,0,1,0
107,0,294,71,192,78,148,87,13,5,1,1,0,0
177,0,175,99,155,83,179,86,11,3,1,0,0,0
121,0,179,70,143,93,116,113,11,5,1,0,0,0
99,39,126,94,293,115,174,91,8,4,0,0,1,1
126,0,239,87,281,92,183,113,11,1,1,1,1,0
77,33,143,101,212,102,104,120,15,4,5,1,0,1
21,0,91,109,198,111,171,125,13,7,2,0,0,0
56,0,210,80,176,96,149,56,15,4,1,0,0,0
92,29,201,130,203,115,129,113,6,6,1,1,0,1
81,0,145,59,287,131,181,121,9,4,2,0,0,0
139,31,203,82,200,72,214,112,13,6,1,1,1,1
68,0,232,76,153,103,214,107,10,2,1,0,0,0
183,8,86,119,285,97,180,133,8,2,2,0,0,1
90,0,109,102,220,114,104,133,10,6,0,0,0,0
165,0,156,88,276,81,175,94,9,5,1,0,0,0
89,0,326,112,165,110,162,97,7,1,1,1,0,0
59,0,195,58,198,88,304,110,14,9,0,0,0,0
16,0,110,91,147,75,190,73,6,7,0,0,1,0
114,0,147,119,161,111,275,106,9,3,5,1,0,0
113,0,156,141,256,72,175,123,11,5,2,0,0,0
120,0,98,99,186,85,146,96,9,4,2,0,0,0
115,0,210,120,153,84,262,79,11,5,0,0,0,0
37,0,239,120,261,88,207,88,8,4,2,1,0,0
100,0,159,94,179,95,154,102,11,2,2,1,1,0
132,0,197,66,133,119,177,94,10,3,4,1,0,0
38,36,115,98,166,83,184,79,15,6,2,0,0,1
1,0,123,113,236,77,73,81,3,2,0,0,0,0
97,15,117,97,196,126,157,113,6,3,1,0,0,1
55,28,105,82,197,109,187,91,8,6,2,0,0,1
75,0,111,121,237,119,253,110,13,6,1,0,0,0
83,0,159,104,202,98,229,73,9,3,2,0,0,0
101,21,238,88,209,84,233,95,10,5,2,0,0,1
120,40,128,99,247,78,199,121,15,3,0,0,0,1
183,31,171,104,193,74,196,85,10,4,1,0,0,1
75,0,109,88,259,120,182,119,13,3,4,1,0,0
80,0,220,114,207,76,168,137,12,3,2,0,0,0
88,0,55,65,242,121,176,134,11,4,0,0,0,0
112,23,286,79,315,102,193,101,10,6,1,0,0,1
63,0,207,96,229,112,162,131,13,2,1,0,0,0
105,31,109,108,249,119,321,101,8,4,4,1,0,1
92,0,197,113,242,116,192,76,11,5,2,0,0,0
177,0,175,120,168,90,198,110,14,4,1,0,0,0
118,0,205,115,184,137,176,115,7,6,0,0,0,0
111,13,193,104,111,98,227,94,12,4,1,0,0,1
82,34,232,121,153,115,286,77,4,3,3,0,0,1
74,0,102,89,149,100,188,114,11,5,0,0,0,0
121,31,263,70,279,118,127,143,9,4,5,0,0,1
131,0,197,79,201,114,151,111,11,5,1,0,0,0
125,0,169,90,156,138,210,106,11,6,2,0,0,0
19,0,201,123,129,110,220,98,12,4,1,0,0,0
138,0,251,119,91,96,142,87,13,3,3,0,0,0
119,0,230,117,225,101,198,111,7,6,3,0,0,0
137,0,109,120,230,86,255,103,11,6,1,0,0,0
182,0,279,118,203,113,174,101,10,4,2,1,0,0
135,0,173,107,222,84,64,94,13,6,1,0,0,0
134,38,214,93,211,57,165,79,10,8,1,0,0,1
45,0,96,103,246,134,229,92,9,4,1,0,0,0
129,0,101,145,249,116,157,107,7,6,1,0,0,0
142,0,232,74,181,142,203,86,10,6,4,0,0,0
130,45,174,120,217,95,220,67,12,2,1,0,0,1
163,23,224,126,233,89,293,104,8,4,1,0,0,1
105,0,211,99,176,66,221,96,14,7,4,0,0,0
119,0,109,96,153,80,240,102,9,5,2,0,0,0
78,0,220,95,179,121,188,109,11,5,0,0,0,0
92,0,181,98,164,98,171,110,10,4,2,0,0,0
146,11,180,82,173,90,231,89,10,4,2,0,0,1
125,32,96,109,145,109,174,82,9,2,1,0,0,1
88,0,183,93,170,80,193,88,8,5,3,0,0,0
83,38,107,90,140,94,253,79,10,2,0,0,0,1
3,0,161,96,244,82,180,103,7,6,1,0,1,0
152,41,146,128,285,96,213,80,4,2,1,1,1,1
48,0,149,146,161,109,197,109,8,2,3,0,0,0
189,0,227,124,169,112,201,91,5,4,3,0,0,0
95,23,160,87,202,101,191,122,7,3,0,0,0,1
129,0,137,120,225,110,145,95,10,6,1,1,0,0
66,40,141,87,268,89,241,68,8,7,0,0,0,1
80,22,196,115,150,109,176,75,9,1,0,0,0,1
1,0,175,74,151,79,230,109,5,3,1,0,0,0
84,0,146,133,171,73,234,69,9,3,1,0,0,0
96,0,173,111,287,105,204,91,9,7,1,0,0,0
123,34,305,80,156,109,280,81,13,7,1,0,0,1
116,29,162,91,279,79,192,131,11,2,3,1,1,1
105,0,150,106,293,123,250,65,10,7,3,0,1,0
80,0,197,114,206,119,163,109,11,4,1,0,0,0
157,0,240,67,153,98,249,72,10,6,2,0,0,0
67,30,186,117,286,76,164,113,12,3,2,0,0,1
141,39,116,127,276,88,289,125,12,2,0,0,0,1
79,17,236,95,263,56,259,107,12,4,1,0,0,1
76,0,173,93,131,80,170,104,5,3,0,0,0,0
111,0,152,114,137,102,185,97,9,3,0,0,0,0
94,0,181,135,182,108,180,103,6,2,0,0,0,0
143,0,167,72,211,99,153,109,10,6,4,1,0,0
109,0,175,125,250,87,289,74,9,9,1,0,0,0
138,0,87,112,266,107,214,104,9,10,2,0,0,0
73,0,203,45,141,87,200,71,8,6,0,0,0,0
21,0,92,95,161,70,285,78,11,3,5,1,0,0
148,21,262,135,149,96,140,109,8,4,1,0,0,1
103,0,160,91,155,82,254,103,8,3,1,0,0,0
143,22,141,116,167,99,178,130,7,3,1,0,0,1
79,32,50,62,201,87,146,121,4,4,2,0,0,1
89,0,134,59,156,152,197,112,10,5,1,0,0,0
120,0,252,110,226,103,155,83,13,3,1,0,0,0
121,41,215,95,241,92,147,108,9,3,1,0,0,1
101,0,124,66,257,85,193,115,13,4,0,0,0,0
115,0,178,114,271,96,245,94,16,5,2,0,0,0
168,0,183,131,179,73,292,100,9,5,2,0,0,0
90,0,167,96,139,104,138,87,13,1,1,0,0,0
70,0,147,105,200,135,234,65,12,9,3,0,0,0
138,0,230,107,212,120,174,119,13,4,1,0,0,0
43,0,135,125,163,88,229,106,12,3,0,0,0,0
117,20,205,98,136,107,159,147,8,3,2,0,0,1
108,0,73,105,143,114,170,98,10,3,2,0,0,0
118,0,189,119,233,112,270,104,10,1,2,0,0,0
169,0,147,115,161,123,142,103,7,6,3,0,0,0
62,42,137,95,184,94,231,70,10,3,0,0,0,1
44,0,204,117,205,94,164,84,10,5,0,0,0,0
111,0,123,88,213,84,184,88,12,2,5,1,0,0
127,19,129,115,160,101,265,63,12,3,2,0,0,1
151,0,198,70,209,106,281,126,12,4,0,0,1,0
53,0,145,116,233,82,208,95,7,5,2,0,0,0
15,0,135,101,152,79,224,83,8,5,2,0,0,0
123,28,124,105,250,78,216,128,7,8,1,0,0,1
137,0,215,76,145,118,186,129,12,4,1,0,0,0
106,0,119,142,228,139,197,61,8,9,2,0,0,0
88,0,144,116,156,74,214,90,7,10,3,0,0,0
106,0,235,121,220,87,236,91,11,4,1,0,0,0
95,0,174,57,281,118,197,94,9,2,0,0,0,0
57,0,115,65,122,96,245,75,6,1,0,1,1,0
184,0,151,93,178,77,229,111,13,8,2,0,0,0
109,0,153,102,234,77,329,74,9,9,3,0,0,0
127,0,218,93,149,130,204,131,9,5,2,0,0,0
82,0,265,122,178,102,174,90,10,9,2,0,0,0
180,0,143,134,180,113,184,87,10,4,1,0,0,0
174,0,190,98,252,70,220,97,7,9,2,0,0,0
92,0,184,60,262,73,239,120,12,6,2,1,0,0
81,0,115,99,224,117,152,98,18,2,1,0,0,0
125,0,113,108,169,107,156,61,9,5,2,1,0,0
119,0,294,100,232,53,195,64,9,1,0,1,0,0
122,0,215,86,167,59,207,67,6,8,3,0,0,0
34,0,128,80,208,93,202,103,14,7,1,0,0,0
138,28,211,117,312,98,178,118,10,2,3,1,1,1
90,24,71,82,181,103,186,111,12,1,1,0,0,1
73,0,94,121,253,83,175,86,14,2,2,0,0,0
19,0,259,116,269,109,175,130,9,3,1,1,0,0
120,28,215,123,285,76,192,78,6,3,1,0,0,1
160,0,97,113,268,69,255,62,13,4,3,0,0,0
141,0,146,121,169,125,238,112,8,5,0,0,0,0
90,0,157,72,234,93,210,86,12,5,2,0,0,0
72,0,139,117,223,96,240,93,12,4,2,0,0,0
117,21,153,112,263,110,135,85,11,7,1,0,0,1
79,0,103,134,319,111,239,124,8,4,2,0,1,0
87,0,185,119,192,83,200,96,6,4,1,0,0,0
49,0,236,91,220,146,146,114,8,2,1,0,0,0
107,0,167,100,163,79,185,100,6,5,2,0,0,0
190,0,182,101,212,95,233,123,9,4,2,0,0,0
118,0,113,80,150,87,204,115,10,4,2,0,0,0
120,0,185,133,235,149,256,78,16,6,0,0,0,0
94,0,136,114,165,118,137,71,9,5,0,0,0,0
115,29,222,81,190,109,201,87,11,2,1,0,0,1
61,0,197,67,264,106,210,116,9,6,1,0,0,0
143,33,141,130,186,114,210,111,7,6,1,0,0,1
110,0,208,69,95,94,178,129,8,11,1,0,0,0
104,0,118,92,177,109,255,98,12,4,1,0,0,0
16,0,153,65,229,90,148,94,10,8,1,0,0,0
183,0,108,87,183,116,176,109,13,2,0,0,0,0
147,0,168,92,187,107,216,95,14,8,2,0,0,0
58,0,247,116,303,103,105,94,9,2,2,1,0,0
102,0,224,81,243,90,147,66,12,8,3,0,1,0
123,0,166,98,221,77,243,114,12,4,3,0,0,0
64,43,118,100,144,108,158,91,8,6,1,0,0,1
103,0,190,62,226,53,230,96,7,3,2,0,0,0
152,0,317,60,152,100,123,63,10,7,1,1,0,0
124,0,312,112,180,109,168,94,12,4,1,1,0,0
97,0,146,121,203,141,151,120,13,2,1,0,0,0
131,0,131,95,179,109,251,129,15,3,1,1,0,0
57,33,193,105,231,79,226,90,11,11,2,0,0,1
157,0,185,92,213,85,196,85,8,5,2,0,0,0
194,0,193,106,169,150,225,122,11,4,0,0,0,0
66,0,146,107,196,99,230,106,7,2,1,0,0,0
155,0,71,90,304,119,183,103,8,4,0,0,0,0
123,0,123,104,190,117,170,95,12,5,4,1,0,0
116,0,205,90,140,114,272,96,7,4,2,0,0,0
63,0,128,78,240,133,237,121,12,6,1,0,0,0
64,0,216,78,211,115,179,116,11,5,3,0,0,0
96,0,150,122,218,116,212,89,9,1,3,0,0,0
53,0,164,106,206,56,194,124,11,2,1,0,0,0
105,0,212,113,226,128,193,114,8,7,3,0,0,0
53,37,167,99,194,99,236,112,12,9,2,0,0,1
101,0,154,130,217,101,185,52,13,4,1,0,0,0
129,30,177,95,211,102,240,108,9,7,3,0,0,1
122,0,231,141,267,136,240,100,8,5,1,1,0,0
163,0,202,100,178,46,203,116,12,3,5,0,0,0
93,0,149,120,200,85,181,107,14,9,0,0,0,0
